"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"381","delaware",2010,62,5,0,0,"10","popluation",68443,0.0806451612903226
"382","delaware",2011,63,9,0,0,"10","popluation",68443,0.142857142857143
"383","delaware",1988,81,7,0,0,"10","popluation",68443,0.0864197530864197
"384","delaware",1989,75,7,1,0,"10","popluation",68443,0.0933333333333333
"385","delaware",1974,98,1,0,0,"10","popluation",68443,0.0102040816326531
"386","delaware",1987,69,8,0,0,"10","popluation",68443,0.115942028985507
"387","delaware",1992,66,6,0,0,"10","popluation",68443,0.0909090909090909
"388","delaware",1983,101,4,0,0,"10","popluation",68443,0.0396039603960396
"389","delaware",1978,79,4,0,0,"10","popluation",68443,0.0506329113924051
"390","delaware",1979,112,6,0,0,"10","popluation",68443,0.0535714285714286
"391","delaware",2014,62,4,0,0,"10","popluation",68443,0.0645161290322581
"392","delaware",2015,195,6,1,0,"10","popluation",68443,0.0307692307692308
"393","delaware",1984,52,4,0,0,"10","popluation",68443,0.0769230769230769
"394","delaware",1985,71,6,0,0,"10","popluation",68443,0.0845070422535211
"395","delaware",1991,62,6,0,0,"10","popluation",68443,0.0967741935483871
"396","delaware",1986,60,2,0,0,"10","popluation",68443,0.0333333333333333
"397","delaware",2016,451,5,1,0,"10","popluation",68443,0.0110864745011086
"398","delaware",1990,66,5,0,0,"10","popluation",68443,0.0757575757575758
"399","district of columbia",1986,479,21,6,1,"11","popluation",36743,0.0438413361169102
"400","district of columbia",1987,488,35,8,2,"11","popluation",36743,0.0717213114754098
"401","district of columbia",1972,242,9,4,0,"11","popluation",36743,0.0371900826446281
"402","district of columbia",1988,477,15,1,0,"11","popluation",36743,0.0314465408805031
"403","district of columbia",1989,477,20,0,2,"11","popluation",36743,0.0419287211740042
"404","district of columbia",1971,175,3,1,0,"11","popluation",36743,0.0171428571428571
"405","district of columbia",1985,440,15,4,0,"11","popluation",36743,0.0340909090909091
"406","district of columbia",1998,442,31,2,1,"11","popluation",36743,0.0701357466063348
"407","district of columbia",1999,450,20,2,1,"11","popluation",36743,0.0444444444444444
"408","district of columbia",1970,100,1,0,0,"11","popluation",36743,0.01
"409","district of columbia",1990,445,19,1,1,"11","popluation",36743,0.0426966292134831
"410","district of columbia",1991,519,18,1,0,"11","popluation",36743,0.0346820809248555
"411","district of columbia",1992,533,21,4,2,"11","popluation",36743,0.0393996247654784
"412","district of columbia",2000,452,29,3,0,"11","popluation",36743,0.0641592920353982
"413","district of columbia",1994,520,24,6,1,"11","popluation",36743,0.0461538461538462
"414","district of columbia",1995,464,22,10,2,"11","popluation",36743,0.0474137931034483
"415","district of columbia",1967,338,11,4,3,"11","popluation",36743,0.0325443786982249
"416","district of columbia",1968,233,8,4,0,"11","popluation",36743,0.0343347639484979
"417","district of columbia",1996,533,22,3,0,"11","popluation",36743,0.0412757973733583
"418","district of columbia",1997,519,25,5,0,"11","popluation",36743,0.0481695568400771
"419","district of columbia",2011,391,25,4,2,"11","popluation",36743,0.0639386189258312
"420","district of columbia",2012,346,33,2,0,"11","popluation",36743,0.0953757225433526
"421","district of columbia",1973,378,19,4,2,"11","popluation",36743,0.0502645502645503
"422","district of columbia",2001,373,22,2,0,"11","popluation",36743,0.0589812332439678
"423","district of columbia",2002,367,27,1,0,"11","popluation",36743,0.0735694822888283
"424","district of columbia",2003,342,19,3,1,"11","popluation",36743,0.0555555555555556
"425","district of columbia",1993,479,28,9,1,"11","popluation",36743,0.058455114822547
"426","district of columbia",1979,351,14,1,0,"11","popluation",36743,0.0398860398860399
"427","district of columbia",1980,410,12,1,0,"11","popluation",36743,0.0292682926829268
"428","district of columbia",1981,469,19,2,0,"11","popluation",36743,0.0405117270788913
"429","district of columbia",1982,511,21,2,0,"11","popluation",36743,0.0410958904109589
"430","district of columbia",1969,84,4,0,0,"11","popluation",36743,0.0476190476190476
"431","district of columbia",2010,328,16,2,0,"11","popluation",36743,0.0487804878048781
"432","district of columbia",2009,364,19,2,0,"11","popluation",36743,0.0521978021978022
"433","district of columbia",1975,371,23,1,0,"11","popluation",36743,0.0619946091644205
"434","district of columbia",1976,471,28,1,0,"11","popluation",36743,0.059447983014862
"435","district of columbia",1977,374,13,3,2,"11","popluation",36743,0.0347593582887701
"436","district of columbia",1974,399,23,2,0,"11","popluation",36743,0.0576441102756892
"437","district of columbia",2005,393,24,1,0,"11","popluation",36743,0.0610687022900763
"438","district of columbia",2006,367,14,5,0,"11","popluation",36743,0.0381471389645777
"439","district of columbia",1983,521,24,3,0,"11","popluation",36743,0.0460652591170825
"440","district of columbia",2004,314,24,1,0,"11","popluation",36743,0.0764331210191083
"441","district of columbia",1978,399,15,2,0,"11","popluation",36743,0.037593984962406
"442","district of columbia",2013,364,26,3,0,"11","popluation",36743,0.0714285714285714
"443","district of columbia",2014,354,24,3,0,"11","popluation",36743,0.0677966101694915
"444","district of columbia",1984,514,26,3,0,"11","popluation",36743,0.0505836575875486
"445","district of columbia",2008,387,29,3,0,"11","popluation",36743,0.0749354005167959
"446","district of columbia",2016,148,13,2,0,"11","popluation",36743,0.0878378378378378
"447","district of columbia",2015,242,16,0,0,"11","popluation",36743,0.0661157024793388
"448","district of columbia",2007,400,34,3,0,"11","popluation",36743,0.085
"449","florida",1978,3344,69,4,0,"12","popluation",1094351,0.020633971291866
"450","florida",1976,3207,62,3,1,"12","popluation",1094351,0.0193327096975366
"451","florida",1977,3056,46,8,0,"12","popluation",1094351,0.0150523560209424
"452","florida",2016,3378,163,11,2,"12","popluation",1094351,0.0482534043812907
"453","florida",1975,7013,22,2,0,"12","popluation",1094351,0.00313703122771995
"454","florida",2015,3524,214,8,3,"12","popluation",1094351,0.0607264472190692
"455","florida",1985,4872,175,20,4,"12","popluation",1094351,0.0359195402298851
"456","florida",1990,5480,227,18,2,"12","popluation",1094351,0.0414233576642336
"457","florida",1979,3310,64,7,1,"12","popluation",1094351,0.0193353474320242
"458","florida",1984,4719,125,15,3,"12","popluation",1094351,0.0264886628522992
"459","florida",1988,4715,187,20,3,"12","popluation",1094351,0.03966065747614
"460","florida",1989,4952,198,16,5,"12","popluation",1094351,0.039983844911147
"461","florida",2003,4723,285,31,8,"12","popluation",1094351,0.0603430023290282
"462","florida",2014,3722,209,17,2,"12","popluation",1094351,0.0561526061257389
"463","florida",1980,3781,86,7,0,"12","popluation",1094351,0.0227453054747421
"464","florida",1981,4381,122,8,2,"12","popluation",1094351,0.0278475233964848
"465","florida",1982,4680,124,6,3,"12","popluation",1094351,0.0264957264957265
"466","florida",1991,5679,241,24,4,"12","popluation",1094351,0.042437048776193
"467","florida",1968,3157,6,1,0,"12","popluation",1094351,0.00190053848590434
"468","florida",1969,3496,15,1,0,"12","popluation",1094351,0.00429061784897025
"469","florida",1970,4298,13,2,0,"12","popluation",1094351,0.00302466263378315
"470","florida",1986,4769,175,21,1,"12","popluation",1094351,0.0366953239672887
"471","florida",1987,4864,204,14,1,"12","popluation",1094351,0.0419407894736842
"472","florida",2001,5534,274,25,4,"12","popluation",1094351,0.0495121069750632
"473","florida",2002,4982,282,27,9,"12","popluation",1094351,0.0566037735849057
"474","florida",1994,4823,237,20,3,"12","popluation",1094351,0.0491395397055774
"475","florida",1983,4816,121,10,4,"12","popluation",1094351,0.025124584717608
"476","florida",1992,5133,244,23,1,"12","popluation",1094351,0.0475355542567699
"477","florida",1993,4758,205,19,10,"12","popluation",1094351,0.0430853299705759
"478","florida",1997,5002,248,22,0,"12","popluation",1094351,0.0495801679328269
"479","florida",1971,4791,26,3,0,"12","popluation",1094351,0.00542684199540806
"480","florida",1995,4866,218,19,6,"12","popluation",1094351,0.0448006576243321
"481","florida",1996,4961,220,17,3,"12","popluation",1094351,0.0443458980044346
"482","florida",1974,6376,22,6,0,"12","popluation",1094351,0.0034504391468005
"483","florida",2004,4743,298,33,5,"12","popluation",1094351,0.0628294328484082
"484","florida",1972,4907,18,1,0,"12","popluation",1094351,0.00366822906052578
"485","florida",1973,5916,24,3,2,"12","popluation",1094351,0.00405679513184584
"486","florida",2008,4279,239,19,7,"12","popluation",1094351,0.0558541715354055
"487","florida",2009,4055,229,16,1,"12","popluation",1094351,0.0564734895191122
"488","florida",2005,4732,250,16,2,"12","popluation",1094351,0.0528317836010144
"489","florida",1967,3051,10,1,0,"12","popluation",1094351,0.00327761389708292
"490","florida",2000,5801,282,28,0,"12","popluation",1094351,0.0486123082227202
"491","florida",2013,3734,206,17,3,"12","popluation",1094351,0.0551687198714515
"492","florida",1998,5408,212,11,1,"12","popluation",1094351,0.0392011834319527
"493","florida",1999,5311,247,19,7,"12","popluation",1094351,0.0465072491056298
"494","florida",2006,4818,277,20,6,"12","popluation",1094351,0.0574927355749274
"495","florida",2007,4355,234,18,3,"12","popluation",1094351,0.0537313432835821
"496","florida",2010,4012,215,13,2,"12","popluation",1094351,0.0535892323030907
"497","florida",2011,3970,204,13,2,"12","popluation",1094351,0.0513853904282116
"498","florida",2012,4629,228,12,4,"12","popluation",1094351,0.0492546986390149
"499","georgia",1967,995,4,0,0,"13","popluation",594114,0.00402010050251256
"500","georgia",1979,2265,41,3,1,"13","popluation",594114,0.0181015452538631
"501","georgia",2010,1530,135,3,0,"13","popluation",594114,0.0882352941176471
"502","georgia",2008,1731,151,3,2,"13","popluation",594114,0.0872328134026574
"503","georgia",2009,1686,175,5,1,"13","popluation",594114,0.103795966785291
"504","georgia",2012,1436,133,6,0,"13","popluation",594114,0.0926183844011142
"505","georgia",1980,2256,46,2,0,"13","popluation",594114,0.0203900709219858
"506","georgia",2011,1473,154,5,0,"13","popluation",594114,0.104548540393754
"507","georgia",2007,1612,132,3,3,"13","popluation",594114,0.0818858560794045
"508","georgia",2016,811,84,3,0,"13","popluation",594114,0.103575832305795
"509","georgia",2013,1341,141,2,0,"13","popluation",594114,0.105145413870246
"510","georgia",1968,982,8,0,0,"13","popluation",594114,0.00814663951120163
"511","georgia",1969,950,8,1,0,"13","popluation",594114,0.00842105263157895
"512","georgia",1978,2261,49,3,0,"13","popluation",594114,0.021671826625387
"513","georgia",1992,1856,91,6,0,"13","popluation",594114,0.0490301724137931
"514","georgia",1993,1857,123,6,4,"13","popluation",594114,0.0662358642972536
"515","georgia",1981,2149,52,1,0,"13","popluation",594114,0.0241973010702652
"516","georgia",1982,2157,59,1,1,"13","popluation",594114,0.0273528048215114
"517","georgia",1970,1028,8,0,0,"13","popluation",594114,0.00778210116731518
"518","georgia",1971,1112,7,1,1,"13","popluation",594114,0.00629496402877698
"519","georgia",2014,1137,125,3,0,"13","popluation",594114,0.109938434476693
"520","georgia",2015,1051,103,4,1,"13","popluation",594114,0.0980019029495718
"521","georgia",1974,1536,20,0,0,"13","popluation",594114,0.0130208333333333
"522","georgia",1975,1908,30,1,1,"13","popluation",594114,0.0157232704402516
"523","georgia",1976,2036,25,2,0,"13","popluation",594114,0.012278978388998
"524","georgia",1977,2111,36,6,2,"13","popluation",594114,0.0170535291331123
"525","georgia",1991,1866,91,5,1,"13","popluation",594114,0.0487674169346195
"526","georgia",2006,1653,172,1,0,"13","popluation",594114,0.104053236539625
"527","georgia",1984,1973,75,7,1,"13","popluation",594114,0.0380131779016726
"528","georgia",1972,1197,16,2,0,"13","popluation",594114,0.0133667502088555
"529","georgia",1994,1745,109,7,2,"13","popluation",594114,0.0624641833810888
"530","georgia",1983,2092,47,3,0,"13","popluation",594114,0.0224665391969407
"531","georgia",1987,1810,89,4,0,"13","popluation",594114,0.049171270718232
"532","georgia",1988,1861,94,12,3,"13","popluation",594114,0.0505104782375067
"533","georgia",1973,1367,14,1,1,"13","popluation",594114,0.0102414045354792
"534","georgia",1986,1757,85,8,4,"13","popluation",594114,0.0483779169038133
"535","georgia",2005,1638,116,2,0,"13","popluation",594114,0.0708180708180708
"536","georgia",1995,1524,71,6,3,"13","popluation",594114,0.0465879265091864
"537","georgia",1989,2000,94,10,1,"13","popluation",594114,0.047
"538","georgia",1990,1859,92,4,1,"13","popluation",594114,0.0494889725658956
"539","georgia",2000,1772,137,5,0,"13","popluation",594114,0.077313769751693
"540","georgia",2001,1700,130,2,0,"13","popluation",594114,0.0764705882352941
"541","georgia",1996,1682,98,5,4,"13","popluation",594114,0.0582639714625446
"542","georgia",1985,1873,85,2,3,"13","popluation",594114,0.0453817405232248
"543","georgia",2004,1757,161,4,1,"13","popluation",594114,0.0916334661354582
"544","georgia",1998,1933,132,7,3,"13","popluation",594114,0.0682876357992757
"545","georgia",2002,1783,131,2,2,"13","popluation",594114,0.0734716769489624
"546","georgia",2003,1767,134,8,1,"13","popluation",594114,0.0758347481607244
"547","georgia",1997,1886,116,9,3,"13","popluation",594114,0.0615058324496288
"548","georgia",1999,1942,134,6,1,"13","popluation",594114,0.0690010298661174
"549","hawaii",1982,222,13,0,0,"15","popluation",96785,0.0585585585585586
"550","hawaii",1983,159,4,1,0,"15","popluation",96785,0.0251572327044025
"551","hawaii",1981,225,7,0,0,"15","popluation",96785,0.0311111111111111
"552","hawaii",1994,30,2,0,0,"15","popluation",96785,0.0666666666666667
"553","hawaii",2016,1,0,0,0,"15","popluation",96785,0
"554","hawaii",1969,77,0,0,0,"15","popluation",96785,0
"555","hawaii",1984,116,7,0,0,"15","popluation",96785,0.0603448275862069
"556","hawaii",1993,69,7,1,1,"15","popluation",96785,0.101449275362319
"557","hawaii",1968,94,0,0,0,"15","popluation",96785,0
"558","hawaii",1986,99,7,1,0,"15","popluation",96785,0.0707070707070707
"559","hawaii",1991,77,6,1,0,"15","popluation",96785,0.0779220779220779
"560","hawaii",1992,112,8,2,0,"15","popluation",96785,0.0714285714285714
"561","hawaii",1985,121,11,0,0,"15","popluation",96785,0.0909090909090909
"562","hawaii",1990,110,6,0,0,"15","popluation",96785,0.0545454545454545
"563","hawaii",1980,207,9,0,0,"15","popluation",96785,0.0434782608695652
"564","hawaii",1987,89,5,0,0,"15","popluation",96785,0.0561797752808989
"565","hawaii",1967,52,1,0,0,"15","popluation",96785,0.0192307692307692
"566","hawaii",1979,87,4,0,0,"15","popluation",96785,0.0459770114942529
"567","hawaii",1974,56,0,0,0,"15","popluation",96785,0
"568","hawaii",1975,54,2,1,0,"15","popluation",96785,0.037037037037037
"569","hawaii",1988,71,4,0,0,"15","popluation",96785,0.0563380281690141
"570","hawaii",1989,89,7,0,0,"15","popluation",96785,0.0786516853932584
"571","hawaii",1978,115,7,0,0,"15","popluation",96785,0.0608695652173913
"572","hawaii",1973,92,0,0,0,"15","popluation",96785,0
"573","hawaii",1976,77,2,0,0,"15","popluation",96785,0.025974025974026
"574","hawaii",1977,81,3,0,0,"15","popluation",96785,0.037037037037037
"575","hawaii",1972,79,2,0,0,"15","popluation",96785,0.0253164556962025
"576","hawaii",1970,86,2,0,0,"15","popluation",96785,0.0232558139534884
"577","hawaii",1971,69,1,1,1,"15","popluation",96785,0.0144927536231884
"578","idaho",1968,116,2,0,0,"16","popluation",123365,0.0172413793103448
"579","idaho",1967,94,2,0,0,"16","popluation",123365,0.0212765957446809
"580","idaho",1993,320,48,7,2,"16","popluation",123365,0.15
"581","idaho",1994,262,27,0,0,"16","popluation",123365,0.103053435114504
"582","idaho",1969,108,2,0,0,"16","popluation",123365,0.0185185185185185
"583","idaho",1970,90,5,0,0,"16","popluation",123365,0.0555555555555556
"584","idaho",2005,209,20,1,0,"16","popluation",123365,0.0956937799043062
"585","idaho",2006,182,20,1,0,"16","popluation",123365,0.10989010989011
"586","idaho",2007,214,23,2,0,"16","popluation",123365,0.107476635514019
"587","idaho",1995,257,37,0,0,"16","popluation",123365,0.143968871595331
